Linkage,MergeMap-cM,Marker,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,41,42,43,44,45,47,48,49,50,52,53,54,55,56,57,58,59,60,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,114,115,116,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,135,136,137,138,139,140,141,142,143,144,145,147,148,150,151,153,155,156,157,158,159,160,161,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,184,185,186,187,188,189,190,191,192,193,194,195,197,198,199,200,201,203,204,205,206,207,208,209,210,211,212,213,214,215,216,218,219,220,221,222,223,224,225,226,227,228,229,231,232,233,234,235,236,237,238,239
Lg7,45.67,nn_np_3928,np,np,np,--,--,nn,nn,nn,nn,--,--,nn,np,--,--,np,nn,nn,np,nn,np,nn,np,np,np,--,np,np,nn,np,np,np,nn,nn,nn,np,np,nn,nn,np,np,np,nn,--,--,nn,nn,nn,nn,nn,np,nn,np,np,np,np,nn,nn,nn,nn,--,np,nn,nn,np,nn,np,nn,np,nn,nn,np,np,np,nn,nn,--,np,np,np,np,nn,np,--,np,np,--,nn,np,np,np,np,nn,nn,np,np,nn,np,np,np,np,nn,np,--,np,np,--,nn,np,nn,nn,np,nn,np,nn,nn,np,nn,nn,np,nn,nn,nn,nn,np,np,np,nn,np,np,np,nn,nn,np,np,nn,nn,nn,nn,np,np,nn,np,nn,nn,np,nn,np,nn,np,np,nn,nn,np,nn,np,nn,nn,nn,nn,nn,nn,nn,nn,--,--,np,--,nn,np,nn,np,nn,np,--,np,nn,np,np,np,np,nn,np,np,nn,nn,nn,nn,nn,np,np,np,nn,nn,nn,nn,np,nn,nn,np,nn,np,nn,nn,nn,nn,np,np,nn,nn,--,np,nn,nn,nn,nn,nn,nn,np
Lg7,45.9,lm_ll_6650,lm,ll,lm,--,ll,lm,lm,--,ll,lm,lm,lm,ll,ll,ll,ll,lm,lm,ll,lm,ll,ll,lm,ll,lm,lm,--,lm,lm,lm,ll,lm,lm,ll,lm,--,lm,lm,lm,ll,ll,lm,ll,lm,lm,lm,lm,lm,lm,lm,lm,lm,lm,ll,ll,lm,lm,ll,lm,--,ll,--,ll,ll,ll,lm,ll,ll,lm,lm,ll,lm,ll,lm,ll,ll,--,ll,lm,lm,lm,ll,ll,ll,lm,lm,ll,ll,lm,lm,lm,lm,ll,ll,ll,lm,lm,ll,lm,ll,ll,ll,lm,ll,lm,--,lm,ll,lm,--,lm,lm,lm,ll,ll,ll,lm,ll,ll,lm,lm,--,ll,ll,--,lm,lm,--,lm,lm,lm,ll,--,--,ll,ll,ll,lm,--,ll,ll,--,--,ll,ll,lm,ll,--,lm,lm,--,ll,lm,ll,--,ll,ll,lm,lm,lm,ll,--,ll,ll,ll,lm,lm,lm,lm,ll,lm,lm,--,lm,lm,ll,ll,ll,ll,lm,ll,lm,ll,lm,lm,lm,ll,ll,lm,ll,ll,lm,lm,lm,ll,lm,ll,lm,ll,lm,ll,lm,ll,lm,ll,ll,lm,ll,lm,lm,lm,ll,ll,ll,ll,ll,ll,lm,ll
Lg7,45.9,nn_np_7809,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,nn,nn,np,nn,np,nn,np,np,np,nn,np,np,nn,np,np,np,nn,nn,nn,np,np,nn,nn,np,np,np,nn,np,nn,nn,nn,nn,nn,nn,np,nn,np,np,np,np,nn,nn,nn,nn,np,np,nn,nn,np,nn,np,nn,nn,nn,nn,np,np,np,nn,nn,nn,np,np,np,np,nn,np,np,np,np,nn,nn,np,np,np,np,nn,nn,np,np,nn,np,np,np,np,nn,np,nn,np,np,nn,nn,np,nn,nn,np,nn,np,nn,nn,np,nn,nn,np,nn,nn,nn,nn,np,np,np,nn,np,np,np,nn,nn,np,np,nn,nn,nn,nn,np,np,nn,np,nn,nn,np,nn,np,nn,np,np,nn,nn,np,nn,np,nn,nn,nn,nn,nn,nn,nn,np,nn,nn,np,nn,nn,np,nn,np,nn,np,nn,np,nn,np,np,np,np,nn,np,np,nn,nn,nn,nn,nn,np,np,np,nn,nn,nn,nn,np,nn,nn,np,nn,np,nn,nn,nn,nn,np,--,nn,nn,nn,np,nn,nn,nn,np,nn,nn,np
Lg7,46.13,lm_ll_5843,lm,ll,lm,lm,ll,lm,lm,ll,ll,lm,--,lm,ll,ll,--,--,--,lm,ll,lm,ll,ll,lm,ll,lm,lm,ll,lm,lm,lm,ll,lm,lm,ll,lm,ll,lm,lm,lm,ll,ll,lm,ll,lm,lm,ll,lm,lm,lm,lm,lm,lm,lm,ll,ll,lm,ll,ll,lm,--,ll,ll,ll,ll,ll,lm,ll,--,lm,lm,ll,lm,ll,lm,ll,ll,ll,ll,lm,lm,lm,--,ll,ll,lm,lm,ll,ll,lm,lm,lm,--,ll,ll,ll,lm,lm,ll,lm,ll,ll,ll,lm,ll,lm,ll,lm,ll,lm,ll,lm,lm,lm,ll,ll,ll,lm,ll,ll,lm,--,lm,ll,ll,ll,lm,lm,ll,lm,lm,lm,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,ll,ll,ll,lm,ll,ll,lm,lm,--,ll,lm,ll,ll,ll,ll,lm,lm,lm,ll,ll,ll,--,ll,lm,lm,lm,lm,ll,lm,lm,ll,lm,lm,ll,ll,--,ll,lm,ll,ll,ll,lm,lm,lm,ll,ll,lm,ll,ll,lm,lm,lm,ll,lm,ll,lm,ll,lm,ll,lm,ll,lm,ll,ll,lm,ll,lm,lm,lm,ll,ll,ll,ll,ll,ll,lm,ll
Lg7,46.13,nn_np_4792,np,np,np,np,nn,nn,nn,--,nn,nn,nn,nn,np,np,--,--,--,nn,np,--,np,nn,np,np,--,nn,np,np,--,np,np,--,nn,nn,nn,np,np,nn,nn,np,--,--,nn,np,--,nn,nn,nn,nn,nn,np,nn,np,np,np,np,nn,--,nn,--,np,--,nn,nn,np,--,--,--,nn,nn,--,np,np,--,nn,nn,--,--,np,np,np,--,--,np,np,np,nn,nn,--,np,--,np,nn,nn,--,np,nn,np,np,np,np,nn,np,nn,np,np,nn,nn,np,nn,nn,np,nn,np,nn,nn,np,nn,nn,np,nn,nn,nn,nn,np,np,--,--,np,np,--,nn,nn,np,np,nn,nn,--,nn,np,np,nn,np,--,--,np,nn,np,nn,np,np,nn,nn,np,nn,np,nn,nn,nn,nn,--,nn,nn,np,--,nn,np,nn,--,np,nn,np,nn,np,nn,np,nn,np,np,np,np,nn,np,np,--,nn,nn,nn,nn,np,np,np,nn,nn,nn,nn,np,nn,nn,np,nn,np,nn,nn,--,nn,np,np,nn,nn,nn,np,nn,np,--,np,nn,nn,np
Lg7,46.36,lm_ll_5919,lm,--,lm,lm,--,lm,lm,--,ll,lm,lm,lm,ll,ll,ll,ll,lm,lm,ll,lm,ll,ll,lm,--,lm,lm,ll,lm,lm,lm,ll,lm,lm,ll,lm,ll,lm,ll,lm,ll,ll,lm,ll,lm,lm,lm,lm,lm,lm,lm,lm,lm,lm,ll,ll,lm,lm,ll,lm,ll,--,ll,ll,--,ll,lm,ll,ll,lm,lm,ll,lm,--,lm,ll,ll,ll,ll,lm,lm,ll,--,--,--,lm,lm,ll,ll,lm,lm,lm,lm,ll,ll,ll,lm,lm,ll,lm,ll,ll,ll,lm,ll,lm,ll,lm,ll,lm,ll,--,lm,lm,ll,--,ll,lm,ll,ll,lm,lm,lm,ll,ll,--,lm,lm,ll,lm,lm,lm,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,--,lm,ll,--,lm,ll,ll,lm,lm,lm,ll,lm,ll,--,ll,ll,lm,lm,lm,ll,ll,--,--,--,lm,ll,lm,lm,ll,--,--,ll,lm,--,ll,ll,--,ll,lm,ll,lm,ll,--,lm,lm,ll,ll,lm,ll,ll,lm,lm,lm,ll,lm,ll,lm,ll,lm,ll,lm,ll,lm,ll,ll,lm,ll,lm,lm,lm,ll,ll,--,ll,ll,ll,lm,ll
Lg7,46.59,lm_ll_3387,lm,ll,lm,lm,--,lm,lm,ll,ll,lm,lm,lm,ll,--,ll,--,lm,lm,ll,lm,ll,ll,lm,--,lm,lm,ll,lm,lm,lm,ll,lm,lm,--,lm,ll,lm,lm,--,ll,ll,lm,ll,lm,lm,lm,lm,lm,lm,lm,lm,lm,lm,ll,ll,lm,lm,ll,lm,ll,ll,ll,ll,ll,ll,lm,--,--,lm,lm,--,lm,ll,lm,ll,--,ll,ll,lm,lm,lm,ll,ll,--,lm,lm,--,ll,lm,lm,lm,lm,ll,ll,ll,lm,lm,ll,lm,ll,ll,ll,lm,ll,lm,--,lm,ll,lm,--,lm,lm,lm,ll,--,ll,lm,ll,ll,lm,lm,lm,ll,ll,ll,lm,lm,--,lm,lm,lm,ll,ll,ll,ll,ll,ll,lm,ll,ll,--,ll,lm,ll,ll,lm,ll,--,lm,lm,lm,ll,lm,--,ll,--,ll,lm,lm,lm,--,--,ll,lm,lm,lm,lm,lm,lm,ll,lm,lm,ll,lm,--,--,ll,ll,ll,lm,ll,lm,ll,lm,lm,lm,ll,--,lm,ll,ll,lm,lm,lm,lm,lm,ll,lm,ll,lm,ll,lm,ll,lm,ll,ll,lm,ll,lm,lm,--,ll,ll,--,ll,--,ll,lm,ll
Lg7,46.59,nn_np_6685,np,np,np,nn,nn,--,nn,nn,nn,nn,nn,nn,np,np,np,np,nn,nn,np,nn,np,nn,np,np,np,nn,np,np,nn,np,np,np,nn,nn,nn,np,np,nn,nn,np,np,np,nn,np,nn,nn,nn,nn,nn,nn,np,nn,np,np,np,np,nn,nn,nn,nn,np,np,nn,nn,np,nn,np,nn,nn,nn,nn,np,np,np,nn,nn,nn,np,np,np,np,--,np,np,np,np,nn,nn,np,np,np,np,nn,nn,np,np,nn,np,np,np,np,nn,np,nn,np,np,nn,nn,np,--,nn,np,nn,np,nn,nn,np,nn,nn,np,nn,nn,nn,nn,np,--,np,nn,np,np,--,nn,nn,np,np,nn,nn,nn,nn,np,np,nn,np,nn,--,np,nn,np,nn,np,np,nn,nn,np,nn,np,nn,nn,nn,nn,--,nn,nn,nn,--,nn,np,nn,nn,np,nn,np,nn,np,nn,np,nn,np,np,np,np,--,np,np,nn,--,nn,nn,nn,np,np,np,nn,nn,nn,nn,np,nn,nn,np,nn,np,nn,nn,--,nn,nn,np,nn,nn,--,np,nn,np,nn,np,nn,nn,np
Lg7,47.28,hk_hk_8529,kk,hk,kk,kk,hh,hk,hk,hh,hh,hk,hk,hk,hk,hk,hk,hk,hk,hk,hk,hk,hk,hh,kk,hk,--,hk,hk,kk,hk,kk,hk,hk,hk,hh,hk,hk,kk,hk,hk,hk,hk,kk,hh,kk,hk,hk,hk,hk,hk,hk,kk,hk,kk,hk,hk,--,hk,hh,kk,hh,hk,hk,hh,hh,hk,hk,hk,hh,hk,hk,hh,kk,hk,kk,hh,hh,hh,hk,kk,hk,hk,hh,hk,hk,kk,hk,hh,hh,kk,kk,kk,kk,hh,hh,hk,hk,hk,hk,hk,hk,hk,hh,kk,hh,kk,hk,hk,hk,kk,hh,hk,kk,hk,hk,hh,hh,kk,hh,hh,kk,hk,hk,hh,hh,hk,kk,kk,hh,kk,kk,kk,hh,hh,hk,hk,hh,hh,hk,hh,hk,hk,hh,kk,hh,hh,kk,hh,hk,hk,--,kk,hh,hk,hk,hh,hk,hh,hk,hk,hk,hh,hh,hh,hk,hh,hk,kk,hk,hk,hk,hk,kk,hh,kk,hk,hk,hh,hk,hk,kk,hk,hk,hk,--,hk,hk,hh,hh,hk,hk,hk,kk,hk,hk,hk,hk,hk,hk,hh,kk,hh,kk,hh,hk,hh,hh,kk,hk,hk,hk,hk,hk,hh,hk,hh,hk,hh,hk,hk
Lg7,47.28,nn_np_4182,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,nn,nn,np,nn,np,nn,np,np,np,nn,np,np,nn,--,np,np,nn,nn,nn,np,np,nn,nn,np,--,np,nn,np,nn,nn,nn,nn,nn,nn,np,nn,np,np,np,nn,nn,nn,np,nn,np,np,nn,nn,np,nn,np,nn,nn,nn,nn,np,np,np,nn,nn,nn,np,np,np,np,nn,np,--,np,np,nn,nn,np,np,nn,np,nn,nn,np,np,nn,np,nn,np,np,nn,np,nn,np,np,nn,np,np,nn,nn,np,nn,np,nn,nn,np,nn,nn,np,nn,nn,nn,nn,np,np,np,nn,np,np,np,nn,nn,np,np,nn,nn,nn,nn,np,np,nn,np,nn,nn,np,nn,np,nn,np,np,nn,nn,np,nn,np,nn,nn,nn,nn,nn,nn,nn,np,nn,np,np,nn,nn,np,nn,np,nn,np,nn,np,nn,np,np,np,nn,nn,np,np,nn,nn,nn,nn,nn,np,np,np,nn,nn,nn,nn,np,nn,nn,np,nn,np,nn,nn,nn,nn,np,np,nn,nn,nn,np,nn,np,nn,np,nn,nn,np
Lg7,47.28,nn_np_7681,np,np,--,np,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,nn,nn,np,nn,np,nn,np,np,np,nn,np,np,nn,np,np,np,nn,nn,nn,np,np,nn,nn,np,np,np,nn,np,nn,nn,nn,nn,nn,nn,np,nn,np,np,np,np,nn,nn,np,nn,np,np,nn,nn,np,nn,np,nn,nn,nn,nn,np,np,np,nn,nn,nn,np,nn,np,np,nn,np,np,np,np,nn,nn,np,nn,np,np,nn,nn,np,np,nn,np,nn,np,np,nn,np,nn,np,np,nn,np,np,nn,nn,np,nn,np,nn,nn,np,nn,nn,np,nn,nn,nn,nn,np,np,np,--,np,np,np,nn,nn,np,np,nn,nn,nn,nn,np,np,nn,np,nn,nn,np,nn,np,nn,np,np,nn,nn,np,nn,np,nn,nn,nn,--,nn,nn,nn,nn,nn,nn,np,--,nn,np,nn,np,nn,np,--,np,nn,np,np,np,np,nn,np,np,nn,nn,nn,nn,nn,np,np,np,--,nn,nn,nn,np,nn,nn,np,nn,np,nn,nn,nn,nn,np,np,nn,nn,nn,np,nn,np,nn,np,nn,nn,np
Lg7,47.73,lm_ll_5292,--,ll,lm,lm,--,lm,lm,--,ll,lm,lm,ll,ll,ll,--,ll,lm,lm,ll,lm,ll,ll,lm,ll,lm,lm,--,lm,lm,--,ll,--,lm,ll,lm,--,lm,ll,lm,ll,ll,lm,ll,lm,lm,lm,lm,lm,lm,lm,lm,lm,lm,ll,--,lm,lm,ll,lm,ll,--,--,ll,--,ll,lm,ll,ll,lm,lm,ll,lm,--,lm,ll,ll,--,ll,lm,lm,lm,--,--,ll,lm,ll,ll,ll,lm,lm,lm,lm,ll,ll,ll,lm,lm,ll,lm,--,--,ll,lm,ll,lm,--,lm,ll,lm,--,--,lm,lm,ll,--,--,lm,ll,ll,lm,lm,--,--,ll,--,lm,lm,ll,lm,lm,lm,ll,--,--,ll,--,ll,lm,ll,ll,--,ll,lm,--,ll,--,ll,ll,lm,lm,lm,--,lm,ll,--,--,ll,lm,lm,--,ll,ll,lm,--,--,lm,lm,lm,lm,ll,lm,lm,ll,lm,--,ll,--,--,ll,lm,ll,lm,ll,lm,--,--,ll,--,lm,ll,--,lm,lm,--,lm,lm,ll,lm,ll,lm,ll,lm,ll,lm,--,ll,lm,ll,lm,lm,lm,ll,ll,--,--,lm,ll,lm,ll
Lg7,48.19,hk_hk_8199,kk,hk,kk,kk,hh,hk,hk,hh,hh,hk,hk,hk,hk,hk,hk,hk,hk,hk,hk,hk,hk,hh,kk,hk,hk,hk,hk,kk,hk,kk,hk,hk,hk,hh,hk,hk,kk,hk,hk,hk,hk,kk,hh,kk,hk,hk,hk,hk,hk,hk,kk,hk,kk,hk,hk,hk,hk,hh,kk,hh,hk,hk,hh,hh,hk,hk,hk,hh,hk,hk,hh,kk,hk,kk,hh,hh,hh,kk,kk,--,kk,hh,hk,hk,kk,hk,hh,hh,kk,kk,hk,kk,hh,hh,hk,--,hk,hk,hk,hk,hk,hh,kk,hh,kk,hk,hk,hk,kk,hh,hk,kk,hk,hk,hh,hh,kk,hh,hh,kk,hk,hk,hh,hh,hk,kk,kk,hh,kk,hk,kk,hh,hh,hk,hk,hh,hh,hk,hh,hk,hk,hh,kk,hh,hh,kk,hh,hk,hk,kk,kk,hh,hk,hk,hh,hk,hh,hk,hk,hk,hh,hh,hk,hk,hh,hk,kk,hk,hk,hk,hk,kk,hh,kk,hk,hk,hh,hk,hk,kk,hk,hk,hk,kk,hk,hk,hh,hh,hk,hk,hk,kk,hk,hh,hh,hk,hk,hk,hh,kk,hh,kk,hh,hk,hh,hh,--,hk,hk,hk,hk,hk,hh,hk,hh,hk,hh,hk,hk
Lg7,48.19,lm_ll_7073,--,ll,--,lm,--,ll,lm,ll,ll,lm,--,lm,ll,ll,ll,ll,lm,lm,ll,lm,ll,ll,lm,ll,lm,lm,ll,lm,lm,lm,ll,lm,lm,ll,lm,--,lm,lm,lm,ll,ll,lm,ll,lm,lm,lm,lm,lm,lm,lm,lm,lm,lm,ll,ll,lm,lm,ll,lm,--,ll,ll,ll,ll,ll,lm,ll,ll,lm,lm,lm,--,ll,lm,ll,--,ll,lm,lm,lm,lm,--,ll,--,lm,lm,--,ll,--,lm,lm,lm,ll,--,ll,lm,lm,ll,lm,ll,ll,ll,lm,--,lm,ll,lm,ll,lm,ll,lm,lm,ll,ll,ll,ll,lm,ll,ll,lm,lm,lm,ll,ll,--,lm,lm,ll,lm,ll,lm,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,--,ll,lm,ll,ll,lm,lm,lm,ll,lm,--,ll,ll,ll,lm,lm,lm,--,ll,lm,lm,ll,lm,lm,lm,lm,ll,lm,lm,--,lm,ll,ll,ll,ll,ll,lm,ll,lm,ll,lm,lm,lm,ll,ll,lm,ll,ll,lm,lm,ll,lm,lm,ll,lm,ll,lm,ll,lm,ll,lm,--,ll,lm,ll,lm,lm,lm,ll,ll,ll,ll,ll,ll,lm,ll
Lg7,48.19,lm_ll_6945,lm,ll,lm,lm,ll,lm,lm,ll,ll,lm,lm,lm,ll,ll,ll,ll,lm,lm,ll,lm,ll,ll,lm,ll,lm,lm,ll,lm,lm,lm,ll,lm,lm,ll,lm,ll,lm,lm,lm,ll,ll,lm,ll,lm,lm,lm,lm,lm,lm,lm,lm,lm,lm,ll,ll,lm,lm,ll,lm,ll,ll,ll,ll,ll,ll,lm,ll,ll,lm,lm,ll,lm,ll,lm,ll,ll,ll,lm,lm,lm,lm,ll,ll,ll,lm,lm,ll,ll,lm,lm,lm,lm,ll,ll,ll,lm,lm,ll,lm,ll,ll,ll,lm,ll,lm,ll,lm,ll,lm,ll,lm,lm,lm,ll,ll,ll,lm,ll,ll,lm,lm,lm,ll,ll,ll,lm,lm,ll,lm,ll,lm,ll,ll,--,ll,ll,ll,lm,ll,ll,ll,ll,lm,ll,ll,lm,ll,ll,lm,lm,lm,ll,lm,ll,ll,ll,ll,lm,lm,--,ll,ll,lm,ll,ll,lm,lm,lm,lm,ll,lm,lm,ll,lm,ll,ll,ll,ll,ll,lm,ll,lm,ll,lm,lm,lm,ll,ll,lm,ll,ll,lm,lm,ll,lm,lm,ll,lm,ll,lm,ll,lm,ll,lm,ll,ll,lm,ll,lm,lm,lm,ll,ll,ll,ll,ll,ll,lm,ll
Lg7,48.19,lm_ll_1035,--,--,--,lm,--,lm,lm,ll,--,lm,lm,--,--,--,--,--,lm,lm,ll,lm,ll,ll,lm,--,lm,lm,--,lm,lm,--,ll,lm,lm,ll,lm,ll,lm,lm,lm,ll,ll,--,ll,--,lm,lm,lm,lm,lm,--,lm,lm,--,ll,ll,--,lm,ll,lm,--,ll,--,ll,--,--,lm,--,ll,lm,lm,ll,lm,--,lm,ll,--,ll,lm,lm,lm,--,ll,--,--,lm,lm,--,ll,lm,ll,lm,lm,--,ll,--,lm,lm,ll,lm,--,ll,ll,lm,ll,ll,--,lm,ll,lm,ll,lm,lm,lm,ll,--,ll,lm,ll,--,ll,ll,--,ll,--,--,lm,--,ll,lm,ll,--,ll,ll,--,ll,ll,ll,lm,ll,ll,--,--,--,ll,--,lm,ll,--,lm,lm,lm,ll,lm,ll,--,--,ll,lm,lm,lm,--,ll,lm,lm,ll,lm,lm,lm,lm,ll,lm,lm,ll,lm,--,--,ll,ll,--,--,--,lm,ll,ll,--,lm,ll,ll,lm,ll,ll,lm,lm,ll,lm,lm,--,lm,ll,lm,ll,ll,ll,lm,--,--,lm,--,lm,lm,lm,ll,ll,ll,--,ll,--,lm,--
Lg7,48.19,lm_ll_3919,lm,ll,lm,lm,--,lm,lm,ll,ll,lm,lm,lm,ll,ll,ll,ll,lm,lm,ll,lm,--,ll,lm,--,lm,lm,ll,lm,lm,lm,ll,--,lm,--,lm,--,lm,lm,lm,ll,ll,ll,ll,--,lm,lm,lm,lm,lm,lm,lm,lm,lm,ll,--,lm,lm,ll,lm,ll,ll,ll,ll,--,ll,lm,ll,--,lm,lm,ll,lm,ll,lm,ll,ll,ll,lm,lm,lm,lm,--,--,--,lm,lm,ll,ll,lm,--,--,lm,ll,ll,--,--,lm,--,lm,ll,ll,ll,lm,ll,lm,ll,lm,ll,lm,ll,lm,lm,--,--,ll,ll,lm,ll,ll,lm,lm,lm,ll,--,ll,lm,lm,ll,lm,--,lm,ll,ll,ll,ll,--,--,lm,--,ll,ll,ll,lm,--,--,lm,ll,ll,lm,lm,lm,ll,lm,ll,--,--,ll,lm,lm,lm,ll,ll,lm,ll,ll,lm,lm,lm,lm,ll,lm,lm,ll,lm,lm,--,ll,ll,ll,lm,--,lm,ll,lm,ll,--,ll,ll,lm,ll,ll,ll,--,ll,lm,lm,--,lm,ll,lm,--,lm,ll,lm,ll,--,lm,--,lm,lm,lm,ll,ll,ll,ll,ll,ll,lm,ll
Lg7,48.19,lm_ll_6815,lm,ll,lm,lm,ll,lm,lm,ll,ll,lm,lm,lm,ll,ll,ll,ll,lm,lm,ll,lm,ll,ll,lm,ll,lm,lm,ll,lm,lm,lm,ll,lm,lm,ll,lm,ll,lm,lm,lm,ll,ll,lm,ll,lm,lm,lm,lm,lm,lm,lm,lm,lm,lm,ll,ll,lm,lm,ll,lm,ll,ll,ll,ll,ll,ll,lm,ll,ll,lm,lm,ll,lm,ll,lm,ll,ll,ll,lm,lm,lm,lm,ll,ll,ll,lm,lm,ll,ll,lm,lm,lm,lm,ll,ll,ll,lm,lm,ll,lm,ll,ll,ll,--,ll,lm,ll,lm,ll,lm,ll,lm,lm,lm,ll,ll,ll,lm,ll,ll,lm,lm,lm,ll,ll,ll,--,lm,--,lm,ll,lm,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,ll,ll,lm,ll,ll,lm,lm,lm,ll,lm,ll,ll,ll,ll,lm,lm,lm,ll,ll,lm,lm,--,lm,lm,lm,lm,ll,lm,lm,ll,lm,lm,--,ll,ll,ll,lm,ll,lm,ll,lm,--,lm,ll,ll,lm,ll,ll,lm,lm,ll,lm,lm,ll,lm,ll,lm,ll,lm,ll,--,ll,ll,lm,--,lm,lm,lm,ll,ll,ll,ll,ll,ll,lm,ll
Lg7,48.42,lm_ll_7199,lm,ll,lm,lm,ll,--,lm,ll,ll,lm,lm,lm,ll,ll,ll,ll,lm,lm,ll,lm,ll,ll,lm,ll,lm,lm,ll,lm,lm,lm,ll,lm,lm,ll,lm,ll,lm,lm,lm,ll,ll,lm,ll,lm,lm,lm,lm,lm,lm,lm,lm,lm,lm,ll,ll,lm,lm,ll,lm,--,ll,ll,ll,ll,ll,lm,ll,ll,lm,lm,ll,lm,ll,lm,ll,ll,ll,lm,lm,lm,lm,ll,ll,ll,lm,lm,ll,ll,lm,lm,lm,lm,ll,ll,ll,lm,lm,--,lm,ll,ll,ll,lm,ll,lm,--,lm,ll,lm,ll,lm,lm,lm,ll,ll,ll,lm,ll,ll,lm,lm,lm,ll,ll,ll,lm,lm,ll,lm,ll,lm,ll,ll,ll,ll,ll,ll,--,ll,ll,ll,ll,lm,ll,ll,lm,ll,ll,lm,lm,lm,ll,lm,ll,ll,ll,ll,lm,lm,lm,ll,ll,lm,lm,lm,lm,lm,lm,lm,ll,lm,lm,ll,lm,ll,ll,ll,ll,ll,lm,ll,lm,ll,lm,lm,lm,ll,ll,lm,ll,ll,lm,lm,ll,lm,lm,ll,lm,ll,lm,ll,lm,ll,lm,ll,ll,lm,ll,lm,lm,lm,ll,ll,ll,ll,ll,ll,lm,ll
Lg7,48.42,lm_ll_3104,lm,--,lm,lm,--,lm,lm,ll,--,lm,lm,lm,ll,--,ll,ll,lm,lm,ll,lm,--,--,--,ll,lm,ll,ll,lm,lm,lm,ll,lm,--,--,--,--,lm,lm,lm,ll,ll,lm,ll,lm,lm,lm,lm,lm,lm,lm,lm,lm,lm,ll,ll,lm,lm,--,lm,ll,--,--,ll,ll,ll,lm,--,--,lm,lm,ll,lm,ll,lm,ll,--,ll,lm,lm,--,lm,--,--,ll,lm,lm,--,ll,--,lm,lm,lm,--,ll,ll,lm,lm,--,lm,ll,ll,ll,lm,ll,lm,ll,lm,ll,lm,--,lm,--,lm,ll,ll,--,--,ll,ll,lm,lm,--,--,ll,--,lm,--,ll,lm,ll,lm,ll,ll,--,ll,--,--,--,--,ll,ll,--,lm,ll,--,lm,ll,ll,lm,lm,lm,ll,lm,--,--,ll,ll,lm,lm,lm,--,ll,lm,--,--,lm,--,lm,--,--,--,lm,--,lm,ll,--,ll,ll,ll,lm,ll,ll,ll,--,--,lm,ll,--,lm,ll,--,lm,lm,ll,lm,lm,ll,lm,ll,lm,--,lm,ll,lm,ll,--,lm,ll,lm,lm,--,ll,ll,ll,ll,ll,--,lm,--
Lg7,48.65,lm_ll_4403,lm,ll,lm,lm,ll,lm,lm,--,--,lm,ll,lm,--,ll,ll,ll,--,lm,ll,lm,ll,ll,lm,--,lm,lm,ll,lm,lm,--,ll,lm,--,ll,lm,--,lm,lm,lm,ll,ll,lm,ll,lm,lm,lm,lm,lm,lm,lm,lm,lm,lm,ll,ll,--,lm,ll,lm,--,--,ll,ll,--,ll,lm,--,--,lm,--,ll,lm,--,lm,ll,ll,ll,lm,lm,lm,lm,--,ll,--,lm,lm,--,ll,lm,lm,lm,lm,--,ll,ll,--,lm,--,lm,--,--,ll,lm,--,lm,--,lm,ll,--,ll,lm,lm,lm,ll,ll,--,lm,ll,ll,lm,lm,--,ll,ll,--,lm,lm,--,--,ll,--,--,--,ll,ll,ll,--,lm,--,--,--,ll,lm,--,ll,lm,ll,--,lm,lm,lm,ll,lm,ll,ll,--,ll,lm,lm,lm,--,--,lm,ll,--,lm,lm,lm,--,--,lm,lm,ll,lm,ll,ll,--,--,ll,lm,--,ll,ll,lm,--,lm,ll,ll,lm,ll,ll,lm,lm,ll,lm,lm,--,lm,ll,lm,ll,lm,ll,lm,--,--,lm,--,lm,lm,lm,--,ll,--,ll,--,--,lm,ll
